942464121E433F5FFF0389B6015B296F8411D341	1.9.0.614	BitRaider
82F8D87C2E780A3491B4EC49575B2542DE2F0375	1.9.0.645	BitRaider
3E70AE41398D44836BFFE1971B728DF67E35568C	1.0.2447.0	BitRaider
0961DE7BA206421D087D45D0521E291F4B885389	1.0.2470.0	BitRaider
6467E9AF671796C9ECBBB568A9CB8B707D0B8DFD	1.10.1.1	BitRaider
4D394193827D09B1A2F0CC93143998FBFC835FD5	1.10.0.45	BitRaider
201504471BEDF04B263EF64439D86981FAE4B322	1.10.0.66	BitRaider
4A4B6E6EF14B9F5F5D3DD193CA6ED4625F62E61C	1.10.0.69	BitRaider
9D3C32A42EB7455C042D8C7A2BCE2C7607FF1965	1.10.0.68	BitRaider
F1C99B3DF9B57B5490F7E124D9183B6F90BA491D	1.10.0.83	BitRaider
0BC2C93BA0D4075D2B3A4B407D6B920FB553BA05	1.10.0.106	BitRaider
DFDD719C7F389305C362115DDE7B0C501D56A3DB	1.10.1.4	BitRaider
AA01514BFA14A01045C992A881296A9C3741A2B5	1.10.1.8	BitRaider
D4D5A76CBBAFD77E778151EC309D5C9DA190DC28	1.10.1.14	BitRaider
9E2D2692B145ACF852621A7EA49F718C1792310E	1.10.0.186	BitRaider
A5C77E84C1F83A32214DA89E44B4FBA3B4B7ACF2	1.10.0.253	BitRaider
840E647385B6DE0BC2A3B41FD942EF019F73AD27	1.10.0.299	BitRaider
8923A10DD299EB72FFA144EEF64926BF4C92E0B7	1.10.1.47	BitRaider
70C4B0DF77DA3FC272D9FDD5529D9284A34ECB01	1.10.0.469	BitRaider
D06EB18F3CF319526DE5F58E0FC33E717D15CCC3	1.10.0.609	BitRaider
26F20D918039C6214049668FA9ADFA35B9689E9E	1.10.0.623	BitRaider
B93109BC35A326C842009892FC6084E3DEC35F28	1.10.0.643	BitRaider
498D062C189F17267F5C96BCB8D0B0928FE53989	1.11.0.243	BitRaider
AC24635DC4890EAF4C2BA069248F19C6F55F5120	1.11.0.263	BitRaider
F53987F2E1127B7C84181CF9E432F77EE38529D2	1.11.0.281	
FD34FC91F014EFBD4CC15B7AAD691DA141992D92	1.11.0.292	
86BBA560C684E94663F8A6999E4E123B96B75AC9	1.11.0.312	
5D52C052757E1F18834E39E9EF966F8964AD86AF	1.11.0.322	
52DF1F0287932C3BC8E36375156123ED5F98C480	1.12.0.307	
2EE5358F3D7F60089272CB1E2DD5ADF5C96504ED	1.12.0.333	
75E66D68A0040C208EC6DF079D474DC92EC68029	1.12.0.413	
